Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Match Index,Batsman,Player Total Runs,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment,Total HR till Segment,Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Home,Segment,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,WU Tharanga,52,40,12,50,32,1,43,0,0,13,13,48,40,88,0,257,27,0,4,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,DPMD Jayawardene,12,0,12,27,32,1,43,0,0,13,13,48,40,88,0,257,27,0,4,3.20833,0.244792,31.6979,79.1109,192,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,KP Pietersen,10,4,6,14,43,1,19,1,4,9,13,36,39,75,258,237,6,1,4,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,PD Collingwood,0,0,0,0,43,1,19,1,4,9,13,36,39,75,258,237,6,1,4,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,ME Trescothick,33,20,13,53,43,1,19,1,4,9,13,36,39,75,258,237,6,1,4,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,JWM Dalrymple,0,0,0,0,43,1,19,1,4,9,13,36,39,75,258,237,6,1,4,1.41667,0.0833333,19,73.7864,24,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,DPMD Jayawardene,15,10,5,18,41,1,27,0,4,21,25,44,49,93,0,319,13,0,4,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,ST Jayasuriya,36,22,14,47,41,1,27,0,4,21,25,44,49,93,0,319,13,0,4,4.91549,0.211268,33.9859,98.4898,71,0
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,IR Bell,27,12,15,37,47,2,31,0,22,11,33,68,43,111,320,273,6,1,4,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,KP Pietersen,24,18,6,25,47,2,31,0,22,11,33,68,43,111,320,273,6,1,4,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,IR Bell,3,0,3,7,44,0,27,2,4,11,15,40,46,86,0,261,5,1,4,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,KP Pietersen,0,0,0,2,44,0,27,2,4,11,15,40,46,86,0,261,5,1,4,3.69892,0.236559,33.4946,82.2117,93,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,DPMD Jayawardene,51,40,11,41,73,1,41,0,4,12,16,94,36,130,262,265,5,0,4,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,WU Tharanga,40,28,12,40,73,1,41,0,4,12,16,94,36,130,262,265,5,0,4,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,KC Sangakkara,0,0,0,0,73,1,41,0,4,12,16,94,36,130,262,265,5,0,4,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,WU Tharanga,37,16,21,52,51,1,40,0,8,22,30,52,69,121,0,318,12,0,4,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,DPMD Jayawardene,40,16,24,26,51,1,40,0,8,22,30,52,69,121,0,318,12,0,4,3.20833,0.244792,31.6979,79.1109,192,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,AJ Strauss,1,0,1,3,58,0,30,2,20,11,31,86,33,119,319,285,3,1,4,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,IR Bell,4,0,4,9,58,0,30,2,20,11,31,86,33,119,319,285,3,1,4,3.63433,0.246269,35.3806,75.6623,134,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,M Kaif,9,4,5,16,58,1,29,1,4,18,22,58,51,109,0,245,7,0,4,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,V Sehwag,52,34,18,43,58,1,29,1,4,18,22,58,51,109,0,245,7,0,4,5.88636,0.238636,38.8295,108.649,88,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,RR Sarwan,24,16,8,22,31,2,22,0,18,8,26,50,29,79,246,248,9,1,4,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,CH Gayle,18,12,6,38,31,2,22,0,18,8,26,50,29,79,246,248,9,1,4,4.58621,0.206897,31.1293,89.4255,116,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,R Dravid,13,4,9,38,27,2,13,0,8,12,20,24,36,60,0,217,9,0,4,2.83721,0.255814,29.8605,72.7067,43,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,M Kaif,0,0,0,0,27,2,13,0,8,12,20,24,36,60,0,217,9,0,4,1.77778,0.222222,23.8889,61.4286,9,1
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,Yuvraj Singh,9,4,5,22,27,2,13,0,8,12,20,24,36,60,0,217,9,0,4,4.05833,0.258333,32.525,83.8093,120,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,BC Lara,9,4,5,24,45,2,15,0,0,9,9,46,23,69,218,218,11,1,4,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,CH Gayle,36,30,6,49,45,2,15,0,0,9,9,46,23,69,218,218,11,1,4,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,CH Gayle,41,32,9,55,46,1,15,0,8,12,20,44,37,81,0,255,11,1,4,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,RR Sarwan,20,4,16,39,46,1,15,0,8,12,20,44,37,81,0,255,11,1,4,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,BC Lara,0,0,0,0,46,1,15,0,8,12,20,44,37,81,0,255,11,1,4,3.35714,0.178571,29.3571,75.7604,28,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,Yuvraj Singh,6,4,2,5,44,2,31,1,14,14,28,62,41,103,256,236,9,0,4,4.05833,0.258333,32.525,83.8093,120,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,V Sehwag,37,24,13,43,44,2,31,1,14,14,28,62,41,103,256,236,9,0,4,5.88636,0.238636,38.8295,108.649,88,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,RR Sarwan,30,24,6,36,37,1,13,0,8,6,14,40,24,64,0,241,5,1,4,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,S Chanderpaul,18,8,10,51,37,1,13,0,8,6,14,40,24,64,0,241,5,1,4,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,MN Samuels,0,0,0,0,37,1,13,0,8,6,14,40,24,64,0,241,5,1,4,3.74757,0.23301,31.6214,74.5821,103,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Mohammad Yousuf,12,0,12,27,35,2,6,1,16,4,20,38,23,61,242,187,3,0,4,3.27586,0.275862,36.7931,73.9176,58,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Inzamam-ul-Haq,3,0,3,20,35,2,6,1,16,4,20,38,23,61,242,187,3,0,4,3.16667,0,26.9167,70.989,12,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,JP Bray,35,20,15,43,40,2,18,2,12,3,15,48,25,73,0,221,8,0,4,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,KJ O'Brien,0,0,0,3,40,2,18,2,12,3,15,48,25,73,0,221,8,0,4,2.64706,0.0588235,22.3824,79.4363,34,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,V Sibanda,48,28,20,53,45,1,17,0,12,7,19,48,33,81,222,221,8,0,4,2.9697,0.181818,23.5152,63.5545,66,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,CJ Chibhabha,2,0,2,21,45,1,17,0,12,7,19,48,33,81,222,221,8,0,4,2.56716,0.149254,23.5373,64.7373,67,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,MP Vaughan,26,12,14,50,24,2,21,0,8,9,17,32,30,62,0,209,8,0,4,2.6,0.1,20.6,66.4516,10,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,PD Collingwood,0,0,0,0,24,2,21,0,8,9,17,32,30,62,0,209,8,0,4,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,KP Pietersen,14,12,2,23,24,2,21,0,8,9,17,32,30,62,0,209,8,0,4,3.69892,0.236559,33.4946,82.2117,93,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,CD McMillan,27,12,15,32,40,3,26,0,0,8,8,36,38,74,210,210,13,0,4,3.8125,0.1875,29.75,83.9506,16,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,SB Styris,32,20,12,41,40,3,26,0,0,8,8,36,38,74,210,210,13,0,4,3.20755,0.264151,33.8302,78.7094,53,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,JDP Oram,0,0,0,0,40,3,26,0,0,8,8,36,38,74,210,210,13,0,4,2.70833,0.1875,25.0417,95.8533,48,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Shoaib Malik,1,0,1,8,29,2,15,2,4,1,5,28,21,49,0,132,19,0,4,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Imran Nazir,23,12,11,48,29,2,15,2,4,1,5,28,21,49,0,132,19,0,4,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Kamran Akmal,0,0,0,0,29,2,15,2,4,1,5,28,21,49,0,132,19,0,4,3.01124,0.11236,23.0787,81.4433,89,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,NJ O'Brien,25,8,17,38,31,2,9,0,4,8,12,16,36,52,133,133,5,0,4,2.55882,0.176471,25.5882,69.378,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,WTS Porterfield,10,4,6,37,31,2,9,0,4,8,12,16,36,52,133,133,5,0,4,2.6,0.142857,24.6857,56.2866,35,3
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,BRM Taylor,11,4,7,37,23,3,16,0,0,10,10,20,29,49,0,202,13,0,4,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,S Matsikenyeri,15,8,7,25,23,3,16,0,0,10,10,20,29,49,0,202,13,0,4,2,0.106383,19.9787,75.7869,47,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,SC Williams,0,0,0,0,23,3,16,0,0,10,10,20,29,49,0,202,13,0,4,2.56923,0.276923,28.5385,80.7927,65,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,CH Gayle,36,30,6,45,21,0,33,0,0,9,9,42,21,63,203,204,13,1,4,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,S Chanderpaul,18,12,6,52,21,0,33,0,0,9,9,42,21,63,203,204,13,1,4,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,RR Sarwan,0,0,0,0,21,0,33,0,0,9,9,42,21,63,203,204,13,1,4,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,MN Samuels,0,0,0,0,21,0,33,0,0,9,9,42,21,63,203,204,13,1,4,3.74757,0.23301,31.6214,74.5821,103,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,DPMD Jayawardene,2,0,2,4,55,0,36,1,8,8,16,64,43,107,0,318,15,0,4,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,ST Jayasuriya,63,44,19,53,55,0,36,1,8,8,16,64,43,107,0,318,15,0,4,4.91549,0.211268,33.9859,98.4898,71,0
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Shakib Al Hasan,2,0,2,18,25,3,2,1,8,9,17,24,20,44,319,112,5,0,4,2.86992,0.252033,29.9106,79.0163,123,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Habibul Bashar,1,0,1,15,25,3,2,1,8,9,17,24,20,44,319,112,5,0,4,1.125,0,15.25,51.2605,16,3
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Mohammad Ashraful,0,0,0,0,25,3,2,1,8,9,17,24,20,44,319,112,5,0,4,2.17722,0.113924,19.4557,63.9085,79,1
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Imran Nazir,33,22,11,40,31,1,33,0,12,13,25,52,37,89,0,349,9,0,4,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Shoaib Malik,16,10,6,26,31,1,33,0,12,13,25,52,37,89,0,349,9,0,4,2.77551,0.193878,28.7041,81.4418,98,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Inzamam-ul-Haq,0,0,0,0,31,1,33,0,12,13,25,52,37,89,0,349,9,0,4,3.16667,0,26.9167,70.989,12,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,E Chigumbura,27,24,3,10,23,3,51,2,12,9,21,52,43,95,350,99,4,0,4,2.28947,0.114035,22.7895,77.7844,114,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,GB Brent,0,0,0,0,23,3,51,2,12,9,21,52,43,95,350,99,4,0,4,0.75,0.0625,10.5,61.5385,16,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,SC Williams,4,0,4,6,23,3,51,2,12,9,21,52,43,95,350,99,4,0,4,2.56923,0.276923,28.5385,80.7927,65,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,P Utseya,0,0,0,0,23,3,51,2,12,9,21,52,43,95,350,99,4,0,4,0.842105,0.0263158,11.8289,55.8385,76,3
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,T Mupariwa,0,0,0,0,23,3,51,2,12,9,21,52,43,95,350,99,4,0,4,0.416667,0,3.58333,39.0909,12,3
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,WU Tharanga,24,12,12,39,28,1,14,1,8,9,17,28,31,59,0,254,19,0,4,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,KC Sangakkara,5,4,1,12,28,1,14,1,8,9,17,28,31,59,0,254,19,0,4,4.33659,0.360976,41.9854,80.6276,205,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,V Sehwag,32,22,10,29,40,1,22,2,8,14,22,46,38,84,255,185,5,0,4,5.88636,0.238636,38.8295,108.649,88,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,R Dravid,5,4,1,9,40,1,22,2,8,14,22,46,38,84,255,185,5,0,4,2.83721,0.255814,29.8605,72.7067,43,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,EJG Morgan,18,6,12,31,39,1,13,0,8,5,13,38,27,65,0,183,10,0,4,3.19549,0.233083,30.0526,86.9291,133,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,JP Bray,34,24,10,58,39,1,13,0,8,5,13,38,27,65,0,183,10,0,4,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,NJ O'Brien,0,0,0,0,39,1,13,0,8,5,13,38,27,65,0,183,10,0,4,2.55882,0.176471,25.5882,69.378,34,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,30,S Chanderpaul,34,20,14,48,50,1,9,0,38,10,48,70,37,107,184,190,5,1,4,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,30,RR Sarwan,7,0,7,32,50,1,9,0,38,10,48,70,37,107,184,190,5,1,4,2.8254,0.222222,29.1429,69.1005,63,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,ML Hayden,64,50,14,47,77,0,29,1,38,5,43,118,31,149,0,377,2,0,4,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,RT Ponting,0,0,0,1,77,0,29,1,38,5,43,118,31,149,0,377,2,0,4,4.17431,0.33945,38.1009,80.8606,109,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,GC Smith,48,36,12,36,70,0,40,0,30,11,41,112,39,151,378,294,3,0,4,3.97,0.29,33.57,79.6819,100,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,AB de Villiers,62,46,16,57,70,0,40,0,30,11,41,112,39,151,378,294,3,0,4,5.04969,0.403727,47.2174,98.8428,161,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,ML Hayden,26,12,14,46,48,1,20,1,8,11,19,42,45,87,0,322,9,0,4,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,MJ Clarke,0,0,0,1,48,1,20,1,8,11,19,42,45,87,0,322,9,0,4,3.10294,0.301471,35.9265,74.0303,136,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,BC Lara,8,0,8,20,15,3,15,0,12,6,18,16,32,48,323,219,6,1,4,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,RR Sarwan,11,0,11,27,15,3,15,0,12,6,18,16,32,48,323,219,6,1,4,2.8254,0.222222,29.1429,69.1005,63,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,KC Sangakkara,13,8,5,18,44,1,19,2,8,11,19,44,38,82,0,209,4,0,4,4.33659,0.360976,41.9854,80.6276,205,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,LPC Silva,0,0,0,2,44,1,19,2,8,11,19,44,38,82,0,209,4,0,4,2.55556,0.244444,26.0222,69.4543,45,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,GC Smith,55,34,21,54,44,1,41,0,0,16,16,46,55,101,210,212,4,0,4,3.97,0.29,33.57,79.6819,100,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,JH Kallis,30,12,18,33,44,1,41,0,0,16,16,46,55,101,210,212,4,0,4,3.58621,0.356322,37.2644,76.4442,87,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,HH Gibbs,0,0,0,0,44,1,41,0,0,16,16,46,55,101,210,212,4,0,4,4.61538,0.307692,35.6923,83.4157,52,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,RR Sarwan,11,4,7,22,24,1,25,0,12,13,25,44,30,74,0,177,4,1,4,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,CH Gayle,34,28,6,43,24,1,25,0,12,13,25,44,30,74,0,177,4,1,4,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,MN Samuels,0,0,0,0,24,1,25,0,12,13,25,44,30,74,0,177,4,1,4,3.74757,0.23301,31.6214,74.5821,103,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,36,SB Styris,1,0,1,17,35,2,11,0,10,15,25,38,33,71,178,179,4,0,4,3.20755,0.264151,33.8302,78.7094,53,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,36,SP Fleming,30,20,10,50,35,2,11,0,10,15,25,38,33,71,178,179,4,0,4,3.875,0.25,30.2917,70.9268,24,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,37,Shakib Al Hasan,23,6,17,33,37,4,20,0,4,19,23,18,62,80,0,104,6,0,4,2.86992,0.252033,29.9106,79.0163,123,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,37,Habibul Bashar,13,0,13,26,37,4,20,0,4,19,23,18,62,80,0,104,6,0,4,1.125,0,15.25,51.2605,16,3
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,37,Mashrafe Mortaza,0,0,0,0,37,4,20,0,4,19,23,18,62,80,0,104,6,0,4,1.27536,0,11.1594,76.9231,69,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,38,DPMD Jayawardene,10,0,10,25,28,2,11,0,30,12,42,42,39,81,0,303,12,0,4,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,38,ST Jayasuriya,14,4,10,38,28,2,11,0,30,12,42,42,39,81,0,303,12,0,4,4.91549,0.211268,33.9859,98.4898,71,0
