Team,Total Matches Played,Runs Scored,Wickets Lost,Got All Out,Runs Conceded,Opponent Wickets Taken,Opponent All Out,Match Index,Batsman,Player Total Runs,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment,Total HR till Segment,Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Home,Segment,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played,ClusterID
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,2,Younis Khan,6,4,2,11,0,0,16,1,8,2,10,12,14,26,167,169,7,0,2,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,2,Mohammad Yousuf,0,0,0,0,0,0,16,1,8,2,10,12,14,26,167,169,7,0,2,3.27586,0.275862,36.7931,73.9176,58,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,3,IR Bell,10,4,6,17,0,0,27,1,16,9,25,28,24,52,0,271,2,1,2,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,3,AJ Strauss,17,8,9,14,0,0,27,1,16,9,25,28,24,52,0,271,2,1,2,3.93243,0.27027,33.9054,79.8028,74,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,3,Younis Khan,2,0,2,8,0,0,23,1,16,3,19,30,12,42,272,274,2,0,2,2.64655,0.215517,28.5,73.2713,116,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,3,Mohammad Yousuf,0,0,0,0,0,0,23,1,16,3,19,30,12,42,272,274,2,0,2,3.27586,0.275862,36.7931,73.9176,58,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,4,Shahid Afridi,11,10,1,11,0,0,21,2,4,11,15,22,14,36,0,235,5,0,2,2.72917,0.0972222,21.4097,127.766,144,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,4,Mohammad Yousuf,2,0,2,6,0,0,21,2,4,11,15,22,14,36,0,235,5,0,2,3.27586,0.275862,36.7931,73.9176,58,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,4,EC Joyce,9,8,1,16,0,0,18,0,8,12,20,24,14,38,236,237,0,1,2,3.08571,0.2,28.3429,68.6505,35,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,4,AJ Strauss,9,8,1,14,0,0,18,0,8,12,20,24,14,38,236,237,0,1,2,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,4,IR Bell,0,0,0,0,0,0,18,0,8,12,20,24,14,38,236,237,0,1,2,3.63433,0.246269,35.3806,75.6623,134,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,5,Imran Farhat,4,0,4,15,0,0,5,0,8,5,13,8,10,18,0,154,9,0,2,3.03333,0.266667,27.0333,62.9658,30,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,5,Mohammad Hafeez,1,0,1,19,0,0,5,0,8,5,13,8,10,18,0,154,9,0,2,4.04511,0.255639,34.3534,78.0625,133,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,5,AJ Strauss,18,16,2,24,0,0,27,1,16,4,20,40,7,47,155,155,4,1,2,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,5,IR Bell,1,0,1,3,0,0,27,1,16,4,20,40,7,47,155,155,4,1,2,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,5,PD Collingwood,0,0,0,0,0,0,27,1,16,4,20,40,7,47,155,155,4,1,2,2.62366,0.193548,30.5161,76.8065,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,5,KP Pietersen,0,0,0,0,0,0,27,1,16,4,20,40,7,47,155,155,4,1,2,3.69892,0.236559,33.4946,82.2117,93,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,WU Tharanga,2,0,2,9,0,0,13,1,8,11,19,16,16,32,0,257,16,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,6,DPMD Jayawardene,0,0,0,0,0,0,13,1,8,11,19,16,16,32,0,257,16,0,2,3.20833,0.244792,31.6979,79.1109,192,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,ME Trescothick,10,4,6,19,0,0,15,0,20,8,28,24,19,43,258,237,1,1,2,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,AJ Strauss,5,0,5,11,0,0,15,0,20,8,28,24,19,43,258,237,1,1,2,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,6,IR Bell,0,0,0,0,0,0,15,0,20,8,28,24,19,43,258,237,1,1,2,3.63433,0.246269,35.3806,75.6623,134,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,ST Jayasuriya,6,4,2,16,0,0,18,0,8,15,23,20,21,41,0,319,1,0,2,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,WU Tharanga,12,8,4,14,0,0,18,0,8,15,23,20,21,41,0,319,1,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,7,DPMD Jayawardene,0,0,0,0,0,0,18,0,8,15,23,20,21,41,0,319,1,0,2,3.20833,0.244792,31.6979,79.1109,192,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,AJ Strauss,7,4,3,8,0,0,22,1,8,17,25,24,23,47,320,273,2,1,2,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,IR Bell,6,4,2,15,0,0,22,1,8,17,25,24,23,47,320,273,2,1,2,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,7,KP Pietersen,0,0,0,0,0,0,22,1,8,17,25,24,23,47,320,273,2,1,2,3.69892,0.236559,33.4946,82.2117,93,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,AJ Strauss,11,8,3,18,0,0,17,0,12,15,27,24,20,44,0,261,3,1,2,3.93243,0.27027,33.9054,79.8028,74,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,8,ME Trescothick,6,4,2,13,0,0,17,0,12,15,27,24,20,44,0,261,3,1,2,6.625,0.375,49.5,87.4172,8,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,WU Tharanga,14,8,6,18,0,0,37,0,28,8,36,58,15,73,262,265,4,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,8,DPMD Jayawardene,0,0,0,0,0,0,37,0,28,8,36,58,15,73,262,265,4,0,2,3.20833,0.244792,31.6979,79.1109,192,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,WU Tharanga,3,0,3,12,0,0,19,1,16,16,32,28,23,51,0,318,9,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,9,DPMD Jayawardene,2,0,2,1,0,0,19,1,16,16,32,28,23,51,0,318,9,0,2,3.20833,0.244792,31.6979,79.1109,192,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,ME Trescothick,11,8,3,13,0,0,23,0,28,7,35,44,14,58,319,285,1,1,2,6.625,0.375,49.5,87.4172,8,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,9,AN Cook,12,8,4,17,0,0,23,0,28,7,35,44,14,58,319,285,1,1,2,4.17045,0.272727,35.75,75.5524,88,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,V Sehwag,11,4,7,16,0,0,21,1,22,15,37,34,24,58,0,245,3,0,2,5.88636,0.238636,38.8295,108.649,88,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,10,SK Raina,10,8,2,11,0,0,21,1,22,15,37,34,24,58,0,245,3,0,2,3.11111,0.216374,28.9064,91.8944,171,0
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,MN Samuels,4,0,4,17,0,0,13,0,12,6,18,20,11,31,246,248,4,1,2,3.74757,0.23301,31.6214,74.5821,103,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,CH Gayle,9,8,1,16,0,0,13,0,12,6,18,20,11,31,246,248,4,1,2,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,RS Morton,0,0,0,0,0,0,13,0,12,6,18,20,11,31,246,248,4,1,2,2.2963,0.222222,28.8889,67.0103,27,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,10,RR Sarwan,0,0,0,0,0,0,13,0,12,6,18,20,11,31,246,248,4,1,2,2.8254,0.222222,29.1429,69.1005,63,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,R Dravid,2,0,2,11,0,0,14,1,4,9,13,12,15,27,0,217,3,0,2,2.83721,0.255814,29.8605,72.7067,43,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,SK Raina,1,0,1,9,0,0,14,1,4,9,13,12,15,27,0,217,3,0,2,3.11111,0.216374,28.9064,91.8944,171,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,11,Yuvraj Singh,0,0,0,0,0,0,14,1,4,9,13,12,15,27,0,217,3,0,2,4.05833,0.258333,32.525,83.8093,120,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,CH Gayle,16,14,2,17,0,0,25,1,16,4,20,38,7,45,218,218,4,1,2,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,RR Sarwan,0,0,0,2,0,0,25,1,16,4,20,38,7,45,218,218,4,1,2,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,11,BC Lara,0,0,0,0,0,0,25,1,16,4,20,38,7,45,218,218,4,1,2,3.35714,0.178571,29.3571,75.7604,28,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,RR Sarwan,0,0,0,13,0,0,24,1,12,10,22,36,10,46,0,255,6,1,2,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,12,CH Gayle,24,24,0,19,0,0,24,1,12,10,22,36,10,46,0,255,6,1,2,4.58621,0.206897,31.1293,89.4255,116,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,MS Dhoni,13,8,5,14,0,0,21,1,16,7,23,28,16,44,256,236,6,0,2,3.47872,0.292553,36.7713,84.1612,188,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,V Sehwag,8,4,4,15,0,0,21,1,16,7,23,28,16,44,256,236,6,0,2,5.88636,0.238636,38.8295,108.649,88,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,12,R Dravid,0,0,0,0,0,0,21,1,16,7,23,28,16,44,256,236,6,0,2,2.83721,0.255814,29.8605,72.7067,43,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,RR Sarwan,9,8,1,8,0,0,19,1,12,6,18,24,13,37,0,241,3,1,2,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,13,S Chanderpaul,8,4,4,19,0,0,19,1,12,6,18,24,13,37,0,241,3,1,2,3.57143,0.396825,40.8254,68.0783,63,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Mohammad Yousuf,0,0,0,0,0,0,20,2,4,11,15,22,13,35,242,187,2,0,2,3.27586,0.275862,36.7931,73.9176,58,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,13,Mohammad Hafeez,5,4,1,14,0,0,20,2,4,11,15,22,13,35,242,187,2,0,2,4.04511,0.255639,34.3534,78.0625,133,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,EJG Morgan,2,0,2,8,0,0,15,1,16,9,25,26,14,40,0,221,4,0,2,3.19549,0.233083,30.0526,86.9291,133,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,JP Bray,13,10,3,18,0,0,15,1,16,9,25,26,14,40,0,221,4,0,2,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,16,NJ O'Brien,0,0,0,0,0,0,15,1,16,9,25,26,14,40,0,221,4,0,2,2.55882,0.176471,25.5882,69.378,34,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,T Duffin,12,8,4,17,0,0,23,0,16,6,22,28,17,45,222,221,5,0,2,4,0.25,35.75,62.1739,4,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,V Sibanda,11,4,7,16,0,0,23,0,16,6,22,28,17,45,222,221,5,0,2,2.9697,0.181818,23.5152,63.5545,66,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,16,CJ Chibhabha,0,0,0,0,0,0,23,0,16,6,22,28,17,45,222,221,5,0,2,2.56716,0.149254,23.5373,64.7373,67,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,IR Bell,4,0,4,15,0,0,7,1,8,9,17,8,16,24,0,209,7,0,2,3.63433,0.246269,35.3806,75.6623,134,4
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,MP Vaughan,3,0,3,18,0,0,7,1,8,9,17,8,16,24,0,209,7,0,2,2.6,0.1,20.6,66.4516,10,1
England,221,237.176,7.17647,0.289593,230.633,7.45701,0.384615,18,KP Pietersen,0,0,0,0,0,0,7,1,8,9,17,8,16,24,0,209,7,0,2,3.69892,0.236559,33.4946,82.2117,93,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,CD McMillan,0,0,0,0,0,0,16,3,12,12,24,24,16,40,210,210,6,0,2,3.8125,0.1875,29.75,83.9506,16,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,18,SB Styris,9,8,1,12,0,0,16,3,12,12,24,24,16,40,210,210,6,0,2,3.20755,0.264151,33.8302,78.7094,53,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Imran Nazir,11,4,7,21,0,0,19,2,4,6,10,16,13,29,0,132,14,0,2,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,19,Mohammad Yousuf,4,4,0,4,0,0,19,2,4,6,10,16,13,29,0,132,14,0,2,3.27586,0.275862,36.7931,73.9176,58,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,EJG Morgan,2,0,2,2,0,0,14,1,8,9,17,12,19,31,133,133,1,0,2,3.19549,0.233083,30.0526,86.9291,133,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,NJ O'Brien,0,0,0,0,0,0,14,1,8,9,17,12,19,31,133,133,1,0,2,2.55882,0.176471,25.5882,69.378,34,4
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,19,WTS Porterfield,9,4,5,15,0,0,14,1,8,9,17,12,19,31,133,133,1,0,2,2.6,0.142857,24.6857,56.2866,35,3
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,CJ Chibhabha,2,0,2,11,0,0,5,2,12,6,18,12,11,23,0,202,9,0,2,2.56716,0.149254,23.5373,64.7373,67,1
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,BRM Taylor,2,0,2,12,0,0,5,2,12,6,18,12,11,23,0,202,9,0,2,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,23,S Matsikenyeri,0,0,0,0,0,0,5,2,12,6,18,12,11,23,0,202,9,0,2,2,0.106383,19.9787,75.7869,47,1
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,CH Gayle,2,0,2,7,0,0,12,0,8,1,9,12,9,21,203,204,11,1,2,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,23,S Chanderpaul,10,4,6,25,0,0,12,0,8,1,9,12,9,21,203,204,11,1,2,3.57143,0.396825,40.8254,68.0783,63,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,ST Jayasuriya,13,10,3,15,0,0,19,0,22,14,36,32,23,55,0,318,8,0,2,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,26,WU Tharanga,6,0,6,17,0,0,19,0,22,14,36,32,23,55,0,318,8,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Aftab Ahmed,0,0,0,2,0,0,7,2,12,6,18,16,9,25,319,112,1,0,2,2.44118,0.0882353,19.1471,73.8095,34,1
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Mushfiqur Rahim,1,0,1,18,0,0,7,2,12,6,18,16,9,25,319,112,1,0,2,2.61111,0.18254,27.7778,75.2526,126,4
Bangladesh,160,218.438,7.70625,0.4,211.106,7.05,0.325,26,Shakib Al Hasan,0,0,0,0,0,0,7,2,12,6,18,16,9,25,319,112,1,0,2,2.86992,0.252033,29.9106,79.0163,123,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Kamran Akmal,11,4,7,19,0,0,23,0,4,4,8,16,15,31,0,349,3,0,2,3.01124,0.11236,23.0787,81.4433,89,4
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Imran Nazir,12,8,4,13,0,0,23,0,4,4,8,16,15,31,0,349,3,0,2,4.66667,0.133333,29,96.0265,15,0
Pakistan,211,222.621,7.38389,0.393365,235.517,7.54976,0.336493,27,Shoaib Malik,0,0,0,0,0,0,23,0,4,4,8,16,15,31,0,349,3,0,2,2.77551,0.193878,28.7041,81.4418,98,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,BRM Taylor,0,0,0,0,0,0,11,2,4,8,12,4,19,23,350,99,2,0,2,3.3,0.26,33.56,76.3421,100,4
Zimbabwe,142,212.077,7.5,0.380282,227.704,6.97887,0.316901,27,S Matsikenyeri,0,0,0,0,0,0,11,2,4,8,12,4,19,23,350,99,2,0,2,2,0.106383,19.9787,75.7869,47,1
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,WU Tharanga,6,0,6,16,0,0,9,0,12,7,19,12,16,28,0,254,16,0,2,3.93985,0.263158,32.9699,71.6035,133,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,ST Jayasuriya,3,0,3,16,0,0,9,0,12,7,19,12,16,28,0,254,16,0,2,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,29,DPMD Jayawardene,0,0,0,0,0,0,9,0,12,7,19,12,16,28,0,254,16,0,2,3.20833,0.244792,31.6979,79.1109,192,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,SC Ganguly,4,0,4,9,0,0,18,0,12,10,22,24,16,40,255,185,2,0,2,4.56,0.36,36.8,68.2999,25,4
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,RV Uthappa,14,12,2,21,0,0,18,0,12,10,22,24,16,40,255,185,2,0,2,3,0.117647,22.1471,89.0071,34,0
India,259,242.378,7.15058,0.339768,244.568,7.12741,0.30888,29,V Sehwag,0,0,0,0,0,0,18,0,12,10,22,24,16,40,255,185,2,0,2,5.88636,0.238636,38.8295,108.649,88,0
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,JP Bray,7,4,3,18,0,0,17,1,16,6,22,26,13,39,0,183,9,0,2,2.7,0.1,23.4,63.0728,10,1
Ireland,55,219.527,7.65455,0.290909,202.727,7.56364,0.4,30,EJG Morgan,10,6,4,11,0,0,17,1,16,6,22,26,13,39,0,183,9,0,2,3.19549,0.233083,30.0526,86.9291,133,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,30,RR Sarwan,0,0,0,0,0,0,22,1,20,8,28,32,18,50,184,190,4,1,2,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,30,S Chanderpaul,4,0,4,17,0,0,22,1,20,8,28,32,18,50,184,190,4,1,2,3.57143,0.396825,40.8254,68.0783,63,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,ML Hayden,27,24,3,11,0,0,50,0,16,11,27,56,21,77,0,377,0,0,2,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,31,AC Gilchrist,23,16,7,19,0,0,50,0,16,11,27,56,21,77,0,377,0,0,2,4.3,0.275,31.425,96.1009,40,0
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,AB de Villiers,22,18,4,19,0,0,37,0,26,7,33,56,14,70,378,294,3,0,2,5.04969,0.403727,47.2174,98.8428,161,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,31,GC Smith,15,12,3,14,0,0,37,0,26,7,33,56,14,70,378,294,3,0,2,3.97,0.29,33.57,79.6819,100,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,ML Hayden,0,0,0,16,0,0,9,1,26,13,39,26,22,48,0,322,8,0,2,6.37838,0.378378,50.6757,83.3333,37,4
Australia,228,239.627,7.69737,0.372807,232.079,7.23246,0.337719,34,RT Ponting,2,0,2,5,0,0,9,1,26,13,39,26,22,48,0,322,8,0,2,4.17431,0.33945,38.1009,80.8606,109,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,RR Sarwan,2,0,2,3,0,0,8,1,4,3,7,4,11,15,323,219,5,1,2,2.8254,0.222222,29.1429,69.1005,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,CH Gayle,1,0,1,16,0,0,8,1,4,3,7,4,11,15,323,219,5,1,2,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,34,MN Samuels,0,0,0,0,0,0,8,1,4,3,7,4,11,15,323,219,5,1,2,3.74757,0.23301,31.6214,74.5821,103,4
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,ST Jayasuriya,11,8,3,11,0,0,25,1,8,11,19,24,20,44,0,209,1,0,2,4.91549,0.211268,33.9859,98.4898,71,0
Sri Lanka,244,223.373,7.09016,0.344262,227.578,7.47541,0.385246,35,DPMD Jayawardene,2,0,2,6,0,0,25,1,8,11,19,24,20,44,0,209,1,0,2,3.20833,0.244792,31.6979,79.1109,192,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,GC Smith,17,12,5,18,0,0,23,1,8,13,21,20,24,44,210,212,2,0,2,3.97,0.29,33.57,79.6819,100,4
South Africa,190,234.274,7.4,0.373684,232.363,7.33158,0.342105,35,JH Kallis,6,0,6,9,0,0,23,1,8,13,21,20,24,44,210,212,2,0,2,3.58621,0.356322,37.2644,76.4442,87,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,CH Gayle,1,0,1,12,0,0,5,0,12,7,19,12,12,24,0,177,3,1,2,4.58621,0.206897,31.1293,89.4255,116,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,S Chanderpaul,4,0,4,20,0,0,5,0,12,7,19,12,12,24,0,177,3,1,2,3.57143,0.396825,40.8254,68.0783,63,4
West Indies,176,217.33,7.15909,0.3125,225.278,7.57386,0.380682,36,RR Sarwan,0,0,0,0,0,0,5,0,12,7,19,12,12,24,0,177,3,1,2,2.8254,0.222222,29.1429,69.1005,63,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,36,HJH Marshall,9,4,5,17,0,0,15,1,12,8,20,20,15,35,178,179,2,0,2,1.1,0.1,11.4,69.5122,10,1
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,36,SP Fleming,6,4,2,12,0,0,15,1,12,8,20,20,15,35,178,179,2,0,2,3.875,0.25,30.2917,70.9268,24,4
New Zealand,184,233.745,7.39674,0.36413,227.951,7.30435,0.353261,36,SB Styris,0,0,0,0,0,0,15,1,12,8,20,20,15,35,178,179,2,0,2,3.20755,0.264151,33.8302,78.7094,53,4
